"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
-92 0.932270407935839 3 10 "GO:0002732;GO:0002730" "regulation of dendritic cell cytokine production" 0.985243177349778
421 0.745317805465597 7 7 "GO:0002735;GO:0002733;GO:0002888;GO:0061081" "positive regulation of myeloid dendritic cell cytokine production" 0.929092106127605
-439 0.774697643014919 2 5 "GO:0002752" "cell surface pattern recognition receptor signaling pathway" 0.937028670287138
993 0.1958696587357 2 20 "GO:0002753" "cytoplasmic pattern recognition receptor signaling pathway" 0.587316925315853
637 0.520338204045629 2 12 "GO:0002755" "MyD88-dependent toll-like receptor signaling pathway" 0.832365039094311
-500 0.744615098179692 2 5 "GO:0002756" "MyD88-independent toll-like receptor signaling pathway" 0.928705954906439
-887 0.0832612184853042 2 45 "GO:0002761" "regulation of myeloid leukocyte differentiation" 0.425027839935241
-1313 0.0512632859216615 2 26 "GO:0002763" "positive regulation of myeloid leukocyte differentiation" 0.344696376318199
716 0.609179192085233 2 6 "GO:0002784;GO:0002759" "regulation of antimicrobial humoral response" 0.872798386061256
-354 0.354860527521522 2 81 "GO:0002822;GO:0002819;GO:0002706" "regulation of adaptive immune response" 0.731861131585617
-361 0.664374309002432 4 17 "GO:0002823;GO:0002820" "negative regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains" 0.896004952540512
-216 0.610129847215317 2 66 "GO:0002824;GO:0002821;GO:0002708;GO:0002705" "positive regulation of leukocyte mediated immunity" 0.872798386061256
-494 0.666153542976707 2 9 "GO:0002828" "regulation of type 2 immune response" 0.896819216041299
71 0.77773417265743 4 188 "GO:0002831" "regulation of response to biotic stimulus" 0.939521961193885
-289 0.413337903826646 2 95 "GO:0002833" "positive regulation of response to biotic stimulus" 0.767259652444418
-2116 0.130910205674759 5 6 "GO:0002861" "regulation of inflammatory response to antigenic stimulus" 0.508385636217202
512 0.455988782310076 3 25 "GO:0002886" "regulation of myeloid leukocyte mediated immunity" 0.794785757367157
-616 0.35156445456404 6 27 "GO:0002891;GO:0002714;GO:0002889;GO:0002712" "regulation of immunoglobulin mediated immune response" 0.731022807304721
47 0.965755409362496 3 10 "GO:0002902" "regulation of B cell apoptotic process" 0.989401836076685
-1421 0.354380741471106 10 5 "GO:0002903" "negative regulation of B cell apoptotic process" 0.73168636427916
-62 0.935650192024918 2 20 "GO:0002920" "regulation of humoral immune response" 0.986136112493987
-1562 0.197979180335982 5 8 "GO:0002922;GO:0002925;GO:0002923" "regulation of humoral immune response mediated by circulating immunoglobulin" 0.588953798268211
103 0.881221852893108 3 25 "GO:0002931" "response to ischemia" 0.97496827195083
-490 0.0571093027213572 2 180 "GO:0003002" "regionalization" 0.364312650423557
95 0.537575990934138 2 523 "GO:0003006" "developmental process involved in reproduction" 0.839779076711731
-1307 0.0190641472502226 3 38 "GO:0003007" "heart morphogenesis" 0.228142339371651
-676 2.34002021329321e-07 2 734 "GO:0003008" "system process" 8.50867349864385e-05
-200 0.491827375544624 3 140 "GO:0003013" "circulatory system process" 0.817751672247428
715 0.232039977267493 2 33 "GO:0003014" "renal system process" 0.624069047853667
-55 0.961620106631868 2 9 "GO:0003015;GO:0060047" "heart process" 0.989401836076685
-2214 0.0877638795020178 3 7 "GO:0003016" "respiratory system process" 0.434408228697422
-648 0.410907922742917 2 19 "GO:0003073" "regulation of systemic arterial blood pressure" 0.766217653177818
-465 0.625442924227495 6 13 "GO:0003081;GO:0001990;GO:0003044;GO:0050886" "regulation of systemic arterial blood pressure by hormone" 0.879639602149173
-59 0.950458315460577 5 13 "GO:0003085" "negative regulation of systemic arterial blood pressure" 0.987861255501341
-1747 0.212240095179712 3 6 "GO:0003091" "renal water homeostasis" 0.604888855924963
733 0.600621305121182 2 6 "GO:0003146" "heart jogging" 0.868584109301035
-153 0.854204986859855 2 17 "GO:0003148" "outflow tract septum morphogenesis" 0.966037823560346
516 0.560161420767124 2 15 "GO:0003151" "outflow tract morphogenesis" 0.852107876854865
-2059 0.0719215667778371 2 9 "GO:0003170" "heart valve development" 0.401385178463797
-253 0.707119185797335 2 26 "GO:0003179" "heart valve morphogenesis" 0.916772460577071
83 0.930761601306808 2 13 "GO:0003180" "aortic valve morphogenesis" 0.984928940413765
-1554 0.230837097452757 4 7 "GO:0003181" "atrioventricular valve morphogenesis" 0.62279597229078
25 0.981862175057553 2 10 "GO:0003184" "pulmonary valve morphogenesis" 0.993846360063609
1227 0.344081571931847 3 7 "GO:0003188" "heart valve formation" 0.724487122726878
2036 0.146085260204716 2 6 "GO:0003190;GO:0003250" "regulation of cell proliferation involved in heart valve morphogenesis" 0.527415615569306
1144 0.377666715952418 7 7 "GO:0003198" "epithelial to mesenchymal transition involved in endocardial cushion formation" 0.742921252127078
-1303 0.254642056208372 2 9 "GO:0003203" "endocardial cushion morphogenesis" 0.643201543727161
-78 0.942540905886472 2 10 "GO:0003206;GO:0003208" "cardiac chamber morphogenesis" 0.987182884718299
-582 0.653483998008569 3 7 "GO:0003207" "cardiac chamber formation" 0.893239031524329
-223 0.884498109735384 4 5 "GO:0003211" "cardiac ventricle formation" 0.976646242634702
567 0.640191418952833 4 8 "GO:0003222" "ventricular trabecula myocardium morphogenesis" 0.889421191108945
-111 0.936758585688363 6 6 "GO:0003223" "ventricular compact myocardium morphogenesis" 0.986136112493987
-874 0.471436304574359 3 8 "GO:0003229" "ventricular cardiac muscle tissue development" 0.806217644481126
-839 0.517493558546717 2 7 "GO:0003231;GO:0003205" "cardiac ventricle development" 0.830038148267972
1678 0.274260870241368 4 5 "GO:0003241" "growth involved in heart morphogenesis" 0.661165587276822
120 0.848419227117704 2 30 "GO:0003254" "regulation of membrane depolarization" 0.964937496835739
-31 0.98247660022002 3 6 "GO:0003272" "endocardial cushion formation" 0.994255381982452
-160 0.792546056096956 2 32 "GO:0003279" "cardiac septum development" 0.944144457452195
-793 0.355369182907449 3 16 "GO:0003281" "ventricular septum development" 0.732297631524272
1329 0.342933783026635 3 6 "GO:0003283" "atrial septum development" 0.72358270585677
-53 0.965499873480584 6 8 "GO:0003307;GO:0003308" "regulation of Wnt signaling pathway involved in heart development" 0.989401836076685
-400 0.699258642673167 2 11 "GO:0003323;GO:0002068" "glandular epithelial cell development" 0.911658978479893
-1265 0.0146025410249141 2 44 "GO:0003333" "amino acid transmembrane transport" 0.198922799495011
570 0.0787522274431323 4 113 "GO:0003341" "cilium movement" 0.415537247380978
-423 0.538119556944003 2 25 "GO:0003344" "pericardium morphogenesis" 0.839779076711731
1561 0.00806095346072314 5 34 "GO:0003351;GO:0006858" "extracellular transport" 0.153571770737461
981 0.111892622584002 3 31 "GO:0003352;GO:0060632" "regulation of microtubule-based movement" 0.480031575931622
1506 0.0891636011755047 7 15 "GO:0003356" "regulation of cilium beat frequency" 0.436189812282366
1635 0.152798167312443 2 9 "GO:0003360" "brainstem development" 0.537408435182975
1763 0.00885459051472359 4 26 "GO:0003382" "epithelial cell morphogenesis" 0.160983266781148
-309 0.666306132163538 2 23 "GO:0003401" "axis elongation" 0.896819216041299
-416 0.76640490371844 2 6 "GO:0003406" "retinal pigment epithelium development" 0.934876957414442
327 0.78780787797709 2 8 "GO:0003407" "neural retina development" 0.942789380943614
-1945 0.0890816204331505 3 9 "GO:0003416;GO:0098868" "bone growth" 0.436189812282366
1468 0.226159917678239 3 8 "GO:0003417" "growth plate cartilage development" 0.617246349970248
-393 0.537891560468992 4 29 "GO:0003429;GO:0003414;GO:0003422;GO:0090171" "chondrocyte morphogenesis" 0.839779076711731
460 0.671886834802926 2 10 "GO:0005513" "detection of calcium ion" 0.89870092476328
15 0.937992141283153 2 340 "GO:0005975" "carbohydrate metabolic process" 0.986136112493987
-146 0.752722461095105 4 55 "GO:0005976" "polysaccharide metabolic process" 0.930889614735626
782 0.19773210039712 4 32 "GO:0005977;GO:0006073;GO:0006112;GO:0044042" "cellular glucan metabolic process" 0.588953798268211
707 0.56002334930556 6 8 "GO:0005978;GO:0009250" "glycogen biosynthetic process" 0.852107876854865
685 0.597377277031209 2 7 "GO:0005980" "glycogen catabolic process" 0.868581859095834
2 0.998724866564945 2 8 "GO:0005981;GO:0043471" "regulation of cellular carbohydrate catabolic process" 0.9995159423856
-166 0.898001577167207 2 7 "GO:0005984" "disaccharide metabolic process" 0.979625757988429
335 0.827402133534131 5 5 "GO:0006000" "fructose metabolic process" 0.959128261237159
1318 0.309414206863407 2 7 "GO:0006002" "fructose 6-phosphate metabolic process" 0.700116649261279
117 0.898417754113925 5 14 "GO:0006004" "fucose metabolic process" 0.979625757988429
514 0.198844997965856 5 74 "GO:0006006" "glucose metabolic process" 0.589382181632421
234 0.856987507549784 4 7 "GO:0006007" "glucose catabolic process" 0.966921142068081
-343 0.764547545924651 5 9 "GO:0006013" "mannose metabolic process" 0.934820550849929
-2633 0.00786300966798848 3 12 "GO:0006020" "inositol metabolic process" 0.152329699592547
-62 0.909402235499113 4 40 "GO:0006024;GO:0006023" "aminoglycan biosynthetic process" 0.980942068770205
-1355 0.0256455413444187 2 32 "GO:0006026" "aminoglycan catabolic process" 0.255752054715332
-845 0.296337527215664 2 18 "GO:0006027" "glycosaminoglycan catabolic process" 0.686997298258187
-1010 0.188398826569685 4 20 "GO:0006032;GO:0006030;GO:1901072" "chitin metabolic process" 0.580170197521108
178 0.731148107801958 2 44 "GO:0006040" "amino sugar metabolic process" 0.923661779159242
1667 0.0924019324162241 2 12 "GO:0006044" "N-acetylglucosamine metabolic process" 0.445697892379073
1716 0.113871446561493 2 10 "GO:0006047" "UDP-N-acetylglucosamine metabolic process" 0.480031575931622
671 0.604894914162647 2 7 "GO:0006048" "UDP-N-acetylglucosamine biosynthetic process" 0.869628424345144
-544 0.0212785363751111 2 215 "GO:0006066" "alcohol metabolic process" 0.237786386395154
584 0.60951971766518 2 9 "GO:0006068;GO:0006067;GO:0034310" "ethanol metabolic process" 0.872798386061256
91 0.887115747246034 2 29 "GO:0006071;GO:0019400" "alditol metabolic process" 0.978031996774466
2555 0.0352139885681379 2 8 "GO:0006072;GO:0052646" "alditol phosphate metabolic process" 0.299921664795654
1098 0.0459290817860559 3 39 "GO:0006081" "cellular aldehyde metabolic process" 0.332475910570729
249 0.746064166140637 2 20 "GO:0006084" "acetyl-CoA metabolic process" 0.929236086903434
-112 0.930963085629089 3 7 "GO:0006085" "acetyl-CoA biosynthetic process" 0.984928940413765
907 0.554440695346209 5 5 "GO:0006089" "lactate metabolic process" 0.850616367335481
636 0.260051027743583 6 37 "GO:0006090" "pyruvate metabolic process" 0.647660808412844
658 0.0152429460392203 3 162 "GO:0006091" "generation of precursor metabolites and energy" 0.204117297244743
951 0.150313211554969 3 27 "GO:0006094;GO:0019319" "hexose biosynthetic process" 0.534802300263646
463 0.467917417352371 5 29 "GO:0006096;GO:0006757" "ATP generation from ADP" 0.80313929986371
63 0.955965422042517 6 9 "GO:0006097" "glyoxylate cycle" 0.988371911859304
2073 0.0127765430423377 3 17 "GO:0006098;GO:0006740;GO:0051156" "NADPH regeneration" 0.188226310000701
400 0.445522794341316 3 43 "GO:0006099" "tricarboxylic acid cycle" 0.787284579009869
-833 0.2901888344804 7 19 "GO:0006103" "2-oxoglutarate metabolic process" 0.680755642972134
-73 0.962037206516883 7 5 "GO:0006107" "oxaloacetate metabolic process" 0.989401836076685
661 0.563440226964013 7 9 "GO:0006108" "malate metabolic process" 0.854002858388303
-344 0.589449450114326 2 29 "GO:0006110;GO:0043470" "regulation of carbohydrate catabolic process" 0.8652487325543
-1588 0.0207685821083451 6 25 "GO:0006111" "regulation of gluconeogenesis" 0.236080273587865
1006 0.512037301309749 6 5 "GO:0006114;GO:0019401" "glycerol biosynthetic process" 0.828317455938406
-60 0.949620825274855 2 13 "GO:0006119" "oxidative phosphorylation" 0.987861255501341
1971 0.084886695735925 2 9 "GO:0006120" "mitochondrial electron transport, NADH to ubiquinone" 0.427261317193608
243 0.862437419459889 2 6 "GO:0006122" "mitochondrial electron transport, ubiquinol to cytochrome c" 0.967847883148893
-927 0.0963073748682427 3 38 "GO:0006140;GO:1900542" "regulation of purine nucleotide metabolic process" 0.454539769849778
1554 0.0266483157173939 2 24 "GO:0006144" "purine nucleobase metabolic process" 0.260142921728046
1375 0.257179105752726 5 8 "GO:0006145" "purine nucleobase catabolic process" 0.645268382639669
-914 0.424179510198129 2 9 "GO:0006171" "cAMP biosynthetic process" 0.774490877464891
2884 0.0261763696887993 2 7 "GO:0006177;GO:0046037" "GMP metabolic process" 0.258725650616848
1896 0.0387555814163691 3 14 "GO:0006183;GO:1901070" "guanosine-containing compound biosynthetic process" 0.313535669237739
1242 0.252411841119257 2 10 "GO:0006188;GO:0046040" "IMP metabolic process" 0.641562234746888
2390 0.0653459371270892 2 7 "GO:0006189" "'de novo' IMP biosynthetic process" 0.383238517121279
722 0.183615874041193 2 40 "GO:0006195;GO:0072523" "purine-containing compound catabolic process" 0.574200052621248
-889 0.46372739822921 2 8 "GO:0006198;GO:0009214" "cyclic nucleotide catabolic process" 0.800891271987386
1847 0.0440593634114443 2 14 "GO:0006206" "pyrimidine nucleobase metabolic process" 0.326099778817436
3020 0.0311121299124064 2 6 "GO:0006213" "pyrimidine nucleoside metabolic process" 0.279649227511138
706 0.230988441748792 3 34 "GO:0006221;GO:0006220;GO:0072528" "pyrimidine nucleotide metabolic process" 0.62279597229078
1010 0.436347360089753 4 7 "GO:0006222;GO:0009174;GO:0046049;GO:0009173" "UMP biosynthetic process" 0.780997338562765
582 0.653881612825467 3 7 "GO:0006226" "dUMP biosynthetic process" 0.893239031524329
1892 0.0980903285687936 4 9 "GO:0006228;GO:0046051" "UTP metabolic process" 0.45750427170512
122 0.930795142046629 3 6 "GO:0006231;GO:0046073" "dTMP biosynthetic process" 0.984928940413765
87 0.497841759049287 4 764 "GO:0006259" "DNA metabolic process" 0.821475310226731
882 0.00286211736436147 2 136 "GO:0006260" "DNA replication" 0.0872853469763656
678 0.21759851711538 3 39 "GO:0006261" "DNA-dependent DNA replication" 0.609790745749147
665 0.583438274687479 2 8 "GO:0006264" "mitochondrial DNA replication" 0.863290114252534
845 0.514502401425222 4 7 "GO:0006265" "DNA topological change" 0.82886932161673
59 0.952228724208783 2 12 "GO:0006266;GO:0051103" "DNA ligation" 0.987861255501341
1694 0.226442943096011 6 6 "GO:0006267;GO:1902299;GO:0036388" "pre-replicative complex assembly" 0.617246349970248
3479 0.00134548712103221 2 10 "GO:0006268" "DNA unwinding involved in DNA replication" 0.0557905054484145
180 0.906572295791169 2 5 "GO:0006269" "DNA replication, synthesis of RNA primer" 0.980942068770205
1642 0.0100154793248663 2 29 "GO:0006270" "DNA replication initiation" 0.17153322742262
1121 0.238931323887166 3 13 "GO:0006271" "DNA strand elongation involved in DNA replication" 0.628396004775809
-76 0.953241063813227 4 7 "GO:0006273" "lagging strand elongation" 0.987861255501341
775 0.0258434904847263 2 98 "GO:0006275" "regulation of DNA replication" 0.257183535834318
134 0.837013263783922 3 28 "GO:0006278" "RNA-dependent DNA biosynthetic process" 0.961026697559549
633 0.000175037904434652 2 429 "GO:0006281" "DNA repair" 0.0144781839089669
332 0.376789373275466 3 84 "GO:0006282" "regulation of DNA repair" 0.742921252127078
995 0.147557964478596 2 25 "GO:0006283" "transcription-coupled nucleotide-excision repair" 0.530787382108196
779 0.185989238377959 4 34 "GO:0006284" "base-excision repair" 0.575373776055374
-1418 0.311388691995947 2 6 "GO:0006285" "base-excision repair, AP site formation" 0.701923866029967
93 0.946894930393784 2 6 "GO:0006287" "base-excision repair, gap-filling" 0.987861255501341
1089 0.0237070461808944 4 51 "GO:0006289" "nucleotide-excision repair" 0.249459474992534
753 0.534628536610962 4 8 "GO:0006290" "pyrimidine dimer repair" 0.839779076711731
-1141 0.415314998464814 4 6 "GO:0006294" "nucleotide-excision repair, preincision complex assembly" 0.767957300595292
